recordist,date,time,location,longitude,latitude,elevation,climate
Nargila Moura,2010-10-12,07:23,"Paragominas, PA, Brazil, Bacia 358 ",-47.1851,-3.3084,?,tropical
Noé Eiterer,2012-01-12,08:30,"Viçosa, Minas Gerais",-42.8884,-20.8004,800,tropical
Nuno Medeiros,2008-01-19,08:23,"Paiva Lake, Mariana MG",-43.3959,-20.3231,730,tropical
Rafael Antunes Dias,2012-05-01,12:00,"Banhado do Maçarico, Rio Grande, Rio Grande do Sul",-52.41195201873779,-32.2830691981951,18,subtropical
Ricardo Gagliardi,2009-03-21,06:40,Taquaril - Petrópolis - RJ ,-43.077,-22.3023,1000,tropical
Adrian Eisen Rupp,2009-09-06,?,"Vale do Selke Pequeno, Pomerode, Santa Catarina",-49.1464,-26.7673,150,subtropical
Ciro Albano,2008-04-06,17:00,"Boa Nova, Wet Forest, state of Bahia",-40.1001,-14.3834,750,tropical
Eduardo Patrial,2007-11-00,?,"Parque Estadual Intervales, SP",-48.4181,-24.2759,825,subtropical
Jeremy Minns,2000-06-02,10:08,"Boraceia Biological Station, SP state",-45.8667,-23.6334,825,subtropical
Jeremy Minns,2001-11-08,15:11,"Boa Nova, Wet Forest, state of Bahia",-40.1001,-14.3834,825,tropical
Jeremy Minns,2002-08-12,09:41,Parque Estadual Intervales. Barra Grande,-48.3834,-24.2667,800,subtropical
Kassius Santos,2013-03-30,11:46,"Parque Ecologico Quedas do Rio Bonito, Lavras, Minas Gerais",-44.9809,-21.3337,1100,tropical
Leonardo Pimentel,2007-07-02,13:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Nick Athanas,2005-05-19,16:30,"Parque Estadual Intervales, SP",-48.4181,-24.2759,850,subtropical
Noé Eiterer,2013-02-02,09:30,"Santa Teresa, Espirito Santo",-40.5962,-19.934,650,tropical
Ricardo Gagliardi,2006-07-29,09:10,Tijuca National Park - RJ,-43.2806,-22.9567,600,tropical
Ricardo Gagliardi,2007-08-18,15:00,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Adrian Eisen Rupp,2009-10-31,?,"Salseiro, Vidal Ramos, Santa Catarina",-49.379082000000004,-27.39726,440,subtropical
Bradley Davis,2007-08-01,08:49,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,250,tropical
Bradley Davis,2007-08-01,08:49,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,250,tropical
Brian Campbell,2006-01-05,9:15,"Urucuca, Bahia.",-39.284440000000004,-14.593060000000001,55,tropical
Eric DeFonso,2011-11-12,06:10,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Eric DeFonso,2011-11-21,18:02,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Eric DeFonso,2011-12-03,09:02,"Reserva Ecológica de Guapi Açu (REGUA), RJ",-42.7735,-22.4508,30,tropical
Evair Legal,2010-01-26,17:00,"Centro, Angelina, Santa Catarina",-48.988,-27.585,500,subtropical
Fernando Fávaro,2008-11-15,10:25,"ESEC Serra das Araras, Porto Estrela/MT",-57.2231,-15.6531,219,tropical
GABRIEL LEITE,2009-11-06,10:00,Estação de Pesquisa do Canguçu - Pium - Tocantins State,-50.0151,-9.9826,180,tropical
GABRIEL LEITE,2011-08-25,10:30,"Parauapebas, Para",-50.202,-6.1924,550,tropical
Gilmar Farias,2007-10-10,?,"Pernambuco, Igarassu, Usina São José",-34.917126,-7.852158999999999,4,tropical
Jeremy Minns,1994-11-26,08:40,"Ubatuba, SP. Corcovado.",-45.2167,-23.5001,40,subtropical
Jeremy Minns,1998-12-22,15:40,"Ponta Negra, Manaus,Amazonas State, Brazil",-60.11,-3.06,30,tropical
Jeremy Minns,1999-09-05,08:32,"Ubatuba, SP. Corcovado.",-45.2167,-23.5001,40,subtropical
Juha Honkala,2011-11-06,?,Intervales State Park. Residential area,-48.4167,-24.2667,800,subtropical
Marcos Melo,2008-12-30,13:45,"Curucutu Nucleus, State Park of the Serra do Mar -City: Itanhaém, São Paulo State",-46.7762,-24.0398,50,subtropical
Marcus Braun,2012-04-02,11:13,"Timbaúba, Pernambuco",-35.3952,-7.6096,440,tropical
Marcus Braun,2012-04-12,13:51,Pernambuco,-35.4697,-7.6259,420,tropical
Mauricio Cabral Periquito,2003-11-12,7:45,"Parque Dois Irmãos, Recife, Pernambuco",-34.8809,-8.0539,0,tropical
Mauricio Cabral Periquito,2004-01-01,8:30,"Parque Dois Irmãos, Recife, Pernambuco",-34.8809,-8.0539,0,tropical
Noé Eiterer,2012-12-10,16:30,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Renan Campos de Oliveira,2011-10-27,08:32,"Fazenda Colorado, Londrina - PR",-51.0356,-23.4673,600,subtropical
Sidnei de Melo Dantas,2006-07-23,07:15,"Belém, state of Pará",-48.4439,-1.4506,50,tropical
Adrian Eisen Rupp,2009-04-28,?,"Rio Tigre, Guatambu, Santa Catarina",-52.783728,-27.140118,290,subtropical
Alexander Lees,2010-10-08,06:28,"Paragominas, PA, Brazil, Bacia 245",-46.8456,-3.1253,?,tropical
Alexander Lees,2011-10-28,06:41,"Mata do Buraquinho, PB",-34.854,-7.147,?,tropical
Carlos Candia-Gallardo,2002-03-00,?,"Juquitibia, Sao Paolo State",-47.1778,-23.9492,685,subtropical
Daniel Lane,2007-10-06,14:20,"Horto Florestal, Cantareira, Sao Paulo city, Sao Paulo state",-46.63800000000001,-23.46,830,subtropical
Don Jones,1997-09-07,?,"Hotel do Ype, Itatiaia National Park",-44.63,-22.38,?,tropical
Eduardo Patrial,2006-08-00,am,"Reserva Volta Velha, Itapoá, SC",-48.6334,-26.0834,10,subtropical
Eric DeFonso,2011-09-02,08:47,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
Evair Legal,2010-01-15,?,"Salseiro, Vidal Ramos, Santa Catarina",-49.336999999999996,-27.366999999999997,400,subtropical
Evair Legal,2010-01-15,?,"Salseiro, Vidal Ramos, Santa Catarina",-49.379082000000004,-27.39726,400,subtropical
Evair Legal,2010-01-20,?,"RPPN Prima Luna, Nova Trento, Santa Catarina  ",-49.02,-27.25800000000001,500,subtropical
Evair Legal,2010-02-11,07:00,"RPPN Prima Luna, Nova Trento, Santa Catarina  ",-49.02,-27.25800000000001,550,subtropical
Frederico Pereira,2009-10-30,10:30, Parque Natural Municipal da Serra do Itapet,-46.181999999999995,-23.48,810,subtropical
GABRIEL LEITE,2009-04-20,07:30,Tocantins,-48.18600000000001,-6.0832,150,tropical
GABRIEL LEITE,2011-06-26,11:00,"São José dos Campos, São Paulo",-45.9388,-23.0726,700,tropical
GABRIEL LEITE,2011-11-04,09:00,"São Luiz do Paraitinga, São Paulo",-45.1566,-23.3309,1000,tropical
GABRIEL LEITE,2013-02-26,07:30,"Piracicaba, São Paulo",-47.9831,-22.6771,460,tropical
Gilmar Farias,2005-10-10,?,"Pernambuco, Igarassu, Usina São José",-34.917126,-7.852158999999999,4,tropical
Glauco Alves Pereira,2004-07-24,10:30,"Mata de Aldeia, Camaragibe, Pernambuco",-34.9667,-8.0167,30,tropical
Glauco Alves Pereira,2005-04-13,08:50,"Engenho Jussará, Gravatá, Pernambuco",-35.5834,-8.2834,700,tropical
Jeremy Minns,2000-10-21,13:24,"Serra da Cantareira, Guarulhos, Sao Paulo state",-46.4834,-23.3667,930,tropical
Jeremy Minns,2001-03-14,07:48,Conceicao de Ibitipoca,-43.8834,-21.7001,1200,tropical
Jeremy Minns,2001-03-16,06:01,"Tiradentes, MG",-44.1501,-21.1167,900,tropical
Jeremy Minns,2001-09-24,06:27,Paratí. Patrimônio,-44.7167,-23.3501,50,tropical
Jeremy Minns,2002-06-11,08:21,"Ubatuba, SP. Folha Seca.",-45.2167,-23.5001,30,subtropical
Jeremy Minns,2004-03-19,11:31,"Estação Ecológica de Murici, Alagoas",-35.9334,-9.3001,550,tropical
Jeremy Minns,2004-03-24,07:58,"Jaqueira Private Reserve, State of Pernambuco",-35.79333,-8.72667,700,tropical
Jeremy Minns,2006-05-04,11:08,"Parque do Zizo, Sao Paulo state",-47.81044,-24.017146,650,subtropical
Leonardo Pimentel,2006-07-25,8:30,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Luiz Fernando Figueiredo,0000-00-00,?,"Miracatu, Sao Paulo State",-47.261124,-24.331970000000002,40,subtropical
Marcus Braun,2012-02-07,12:26,"Timbaúba, Pernambuco",-35.3952,-7.6096,440,tropical
Noé Eiterer,2013-02-02,08:00,"Santa Teresa, Espirito Santo",-40.5962,-19.934,650,tropical
Paul Donahue,2002-06-05,8:35,"Fazenda Santa Teresa, Rio Pixiam, MT",-56.8667,-16.7501,?,tropical
Renan Campos de Oliveira,2010-05-14,9:35,"Fazenda Colorado, Londrina - PR",-51.0356,-23.4673,600,subtropical
Ricardo Gagliardi,2005-08-07,08:30,Vargem Grande - Teresópolis - RJ,-42.8751,-22.3751,800,tropical
Ricardo Gagliardi,2006-12-27,10:00,Tijuca National Park - RJ,-43.2806,-22.9567,700,tropical
Ricardo Gagliardi,2007-03-17,11:00,Pedra Branca State Park Rio de Janeiro,-43.4362,-22.9428,100,tropical
Rodrigo Dela Rosa de Souza,2012-05-11,07:30,São José dos Campos-São Paulo,-45.8655,-22.8745,1500,tropical
Teus Luijendijk,2012-01-03,10:30,"Reserva Volta Velha, Itapoá, SC",-48.6334,-26.0834,10,subtropical
Antonio Silveira,2012-08-04,10am,"Bairro do Guaraú, Peruíbe, São Paulo State",-47.026,-24.375,8,subtropical
Antonio Silveira,2012-08-12,09:00,"Instituto Butantan, São Paulo city, São Paulo State",-46.728,-23.565,750,subtropical
Arthur Macarrão,2009-04-25,17:00,"Parque do Zizo, Sao Paulo State",-47.81044,-24.017146,630,subtropical
Ben Tavener,2012-10-28,08:15,Wetland along the Iguaçu River - Curitiba - Paraná,-49.2262,-25.5492,900,subtropical
Carlos Candia-Gallardo,2006-06-01,09:30,"Pinheiros, Sao Paulo city",-46.6856,-23.5601,800,subtropical
Frank Lambert,2004-03-02,?:?,"Santa Catarina, Serra do Javi",-39.33,-15.18,?,tropical
Jeremy Minns,1994-10-09,08:05,"Ubatuba, SP. Corcovado.",-45.2167,-23.5001,40,subtropical
Jeremy Minns,1997-06-22,08:55,"Ubatuba, SP. Sertao das Cotias.",-45.2167,-23.5001,100,subtropical
Jeremy Minns,2002-06-10,10:45,"Ubatuba, SP. Fazenda Angelim",-45.1167,-23.4334,30,tropical
Jeremy Minns,2003-11-10,08:06,Paratí. Patrimônio,-44.7167,-23.3501,50,tropical
Jeremy Minns,2004-04-07,09:09,Intervales State Park. Carmo road,-48.4334,-24.2834,800,subtropical
Leonardo Pimentel,2006-06-21,9:53,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Marcos Melo,2009-11-01,08:28,"Parque Municipal Nove de Julho, São Paulo, SP   ",-46.717,-23.7192,760,subtropical
Nick Athanas,2007-09-25,06:41,"Estação Veracruz, Porto Seguro, BA",-39.1381,-16.3592,80,tropical
Raphael Sobania,2007-02-16,13:57,Praça Abilio de Abreu - Guabirotuba district - Curitiba - Parana,-49.2467,-25.4578,850,subtropical
Renan Campos de OIiveira,2011-04-07,08:43,"Parque Estadual Mata dos Godoy, Londrina - PR",-51.2334,-23.4501,600,subtropical
Renan Campos de Oliveira,2010-08-26,8:58,"Fazenda Colorado, Londrina - PR",-51.0356,-23.4673,600,subtropical
Ricardo Gagliardi,2005-06-18,09:15,Tijuca National Park - RJ,-43.2806,-22.9567,450,tropical
Ricardo Gagliardi,2009-04-05,14:30,Parque Natural Municipal de Nova Iguaçu,-43.461999999999996,-22.7787,450,tropical
Adrian Eisen Rupp,2009-05-30,?,"APA das Ilhas Fluviais do Rio Itajaí-açu, Blumenau, Santa Catarina",-49.1428,-26.8956,20,subtropical
Alexander Lees,2011-05-23,06:04,"Paragominas, PA, Brazil,Bacia 549",-48.376999999999995,-3.81,?,tropical
Bradley Davis,2008-05-16,14:50,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,190,tropical
Eduardo Patrial,2007-09-00,am,"Reserva Volta Velha, Itapoá, SC",-48.6334,-26.0834,10,subtropical
Gabriel McCrate,2011-06-22,09:00,"Km85 road off BR-174 north of Manaus, AM",-60.0156,-2.2319999999999998,140,tropical
Jeremy Minns,2000-08-14,08:39,"Caraguatatuba, São Paulo state. 'Hípica as Gaivotas'",-45.3167,-23.5667,10,subtropical
Jeremy Minns,2001-11-06,06:56,"RPPN Estação Veracel, Porto Seguro, Bahia",-39.139480999999996,-16.345838,80,tropical
Leonardo Pimentel,2006-07-05,13:10,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,?,tropical
Marcos Melo,2008-09-27,08:15,"Bairro do Jaceguava, São Paulo, SP",-46.735334,-23.752501000000002,?,subtropical
Marcos Melo,2010-08-13,08:00,"Fazenda Santa Maria, Sao Paulo",-46.608999999999995,-23.434,740,tropical
Marcus Braun,2012-04-13,14:50,"Mata do Estado, São Vicente Férrer, Pernambuco",-35.5001,-7.6167,500,tropical
Mauricio Cabral Periquito,2004-10-11,9:00,"Engenho Cachoeira Linda, Barreiros, Pernambuco",-35.4773,-8.8173,80,tropical
Ricardo Gagliardi,2007-11-09,11:30,ReBio da Vista Chinesa - Rio de Janeiro - RJ,-43.2667,-22.9167,350,tropical
Ricardo Gagliardi,2008-04-27,10:50,Rio Bonito de Cima - Nova Friburgo - RJ,-42.3751,-22.3917,980,tropical
Ricardo Gagliardi,2008-08-27,07:20,"Reserva Ecológica de Guapiaçu, RJ",-42.7167,-22.5001,50,tropical
Rodrigo Dela Rosa de Souza,2012-05-27,13:30,"Microregion of Caraguatatuba, São Paulo",-45.2969,-23.5428,50,subtropical
Sidnei Dantas,2007-08-29,08:00,"Rio Purús, state of Acre",-69.5539,-9.0509,100,tropical
Sidnei de Melo Dantas,2004-07-10,07:00,"Mata de Aldeia, Camaragibe, Pernambuco",-34.9667,-8.0167,50,tropical
Tayler Brooks,2011-08-11,11:30,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,200,tropical
Alexander Lees,2011-12-10,06:40,"PA-154 near Cachoeira do Arari, Marajo Island",-48.746,-0.95,3,tropical
GABRIEL LEITE,2012-03-03,09:00,"Parauapebas, Para",-50.4382,-6.1242,650,tropical
Jeremy Minns,2000-08-30,05:50,Chapada dos Guimarães. Road to Água Fria.,-55.6834,-15.2501,400,tropical
Jeremy Minns,2001-03-16,07:00,Tiradentes. Serra de São José,-44.2001,-21.1001,1050,tropical
Jeremy Minns,2002-07-19,14:51,"Mucugê, Chapada Diamantina, Bahia",-41.363525,-12.999205,1100,tropical
Jeremy Minns,2002-07-19,17:18,"Mucugê, Chapada Diamantina, Bahia",-41.363525,-12.999205,1100,tropical
Jeremy Minns,2002-10-29,05:04,"Parque Nacional da Serra do Cipó, Minas Gerais State",-43.6189,-19.3481,1000,tropical
Jeremy Minns,2004-03-30,06:29,Chapada Diamantina. Lençóis/Capão trail,-41.4334,-12.5167,650,tropical
Luiz Fernando Figueiredo,2002-02-17,?,"São José da Barra, MG",-46.1334,-20.7084,?,tropical
Marcos Melo,2008-12-21,08:05,"Carrancas, Minas Gerais",-44.6376,-21.4706,?,tropical
Mauricio Cabral Periquito,2006-02-26,7:30,"Praia do Gamela, Sirinhaém, Pernambuco",-35.0392,-8.6114,0,tropical
Nick Athanas,2005-06-20,08:00,"Serra do Cipó, MG",-43.5917,-19.3001,1500,tropical
Paul Donahue,2001-06-20,16:35,"Hyacinth Valley camp, Piaui",-45.07,-9.45,?,tropical
Thieres Pinto,2006-04-11,17:00,"Fortaleza, State of Ceará",-38.4834,-3.7834,20,tropical
Alexander Lees,2010-09-22,06:28,"Paragominas, PA, Brazil, Bacia 269",-47.604,-3.2089999999999996,?,tropical
Alexander Lees,2011-01-26,07:15,"Tapajos National Forest, Bacia 363, Santarem",-54.99800000000001,-3.2939999999999996,100,tropical
Alexander Lees,2011-01-26,07:15,"Tapajos National Forest, Bacia 363, Santarem",-54.99800000000001,-3.2939999999999996,100,tropical
Andrew Spencer,2009-08-15,17:10,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-08-15,17:10,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-08-19,13:45,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-08-22,07:55,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-08-22,07:55,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-10-07,08:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Andrew Spencer,2009-10-07,08:00,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Bradley Davis,2004-04-02,?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
GABRIEL LEITE,2010-06-06,10:00,"Careiro, Amazonas",-59.9304,-3.4915,20,tropical
GABRIEL LEITE,2010-11-24,14:00,"Careiro, Amazonas",-60.3335,-3.6066,40,tropical
GABRIEL LEITE,2011-09-11,09:00,"Parauapebas, Para",-50.4382,-6.1242,650,tropical
GABRIEL LEITE,2012-03-03,08:30,"Parauapebas, Para",-50.4382,-6.1242,650,tropical
GABRIEL LEITE,2013-08-23,08:30,"Itaituba, Para",-56.9861,-5.4957,150,tropical
Jeremy Minns,2000-09-07,07:28,Parque Nacional da Amazônia,-56.3001,-4.5167,50,tropical
Nargila Moura,2011-02-04,?,"Bacia 81, Santarem, PA",-54.5539,-2.612,?,tropical
Andrew Spencer,2009-08-20,06:10,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Bradley Davis,2008-05-17,05:48,"Pousada Rio Azul, PA",-55.986999999999995,-9.2456,190,tropical
Frank Lambert,2004-05-03,?:?,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,240,tropical
GABRIEL LEITE,2010-06-06,10:00,"Careiro, Amazonas",-59.9304,-3.4915,20,tropical
GABRIEL LEITE,2012-07-26,10:00,"Itaituba, Para",-56.3928,-4.6038,80,tropical
Jeremy Minns,1999-09-18,09:30,Reserva Extrativista Alto Juruá. Pedra Pintada,-72.7106,-9.3828,230,tropical
Jeremy Minns,2000-09-05,16:52,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,50,tropical
Jeremy Minns,2003-09-21,10:55,"Reserva Natural Palmarí, Rio Javarí, AM",-70.2948,-4.2889,80,tropical
Jeremy Minns,2003-11-30,09:03,"Cristalino Jungle Lodge, MT",-55.931999999999995,-9.5981,250,tropical
Jeremy Minns,2005-10-28,16:21,Serra dos Carajás. Rio Itacaiúnas,-50.4834,-5.8667,170,tropical
Marcos A. Melo,2013-06-22,10:30,"Xapuri, Acre",-68.2818,-10.7427,220,tropical
Nargila Moura,2010-12-03,?,"Belterra, Bacia 357, PA",-54.848,-3.372,?,tropical
Antonio Silveira,2008-11-15,5pm,"Juquiazinho, Estação Ecológica Juréia-Itatins,São Paulo",-47.045,-24.421,170,subtropical
Evair Legal,2009-12-21,?,"RPPN Prima Luna, Nova Trento, Santa Catarina  ",-49.02,-27.25800000000001,350,subtropical
Filipe Terra and José Silvério Lemos,2007-04-15,08:45,"Santa Leopoldina, ES",-40.52972000000001,-20.10056,300,tropical
Frank Lambert,2004-02-11,?:?,"Bahia, fazenda (Fausto's Fazenda) just to the west of Colonia, near Una",-39.0,-15.0,?,tropical
Glauco Alves Pereira,2006-02-18,10:00,"Engenho Cachoeira Linda, Barreiros, Pernambuco",-35.4773,-8.8173,80,tropical
Guilherme R R Brito,2005-11-00,09:10,"Condomínio Morada da Praia, Praia de Boracéia, Bertioga, São Paulo ",-45.8764,-23.7134,8,subtropical
Gustavo S Cabanne,2007-09-23,12:30,"Guarau, Peruibe, Sao Paulo",-47.0226,-24.3701,5,subtropical
Gustavo S Cabanne & Frank Rheindt,2006-07-03,10:00,"Ubatuba, Corcovado",-45.131,-23.5,50,subtropical
Noé Eiterer,2013-02-03,16:30,"Linhares, Espirito Santo",-40.188,-19.4148,50,tropical
Ricardo Gagliardi,2007-09-02,11:30,Açude da Concórdia - Valença - RJ,-43.6667,-22.3001,?,tropical
Sidnei de Melo Dantas,2006-01-28,17:00,"Engenho Cachoeira Linda, Barreiros, Pernambuco",-35.4773,-8.8173,50,tropical
Weber Girão,2003-08-04,?,"Estação Ecológica de Murici, Alagoas",-35.9334,-9.3001,650,tropical
Ciro Albano,2005-03-12,06:00,"Araripe National Forest, Crato, Ceará State",-39.5834,-7.2501,700,tropical
Ciro Albano,2006-05-20,17:20,"Barroquinha, Ceará State",-41.2167,-2.9501,15,tropical
Eric DeFonso,2011-09-03,06:00,"Pantanal Wildlife Center, MT",-56.8764,-16.7581,110,tropical
GABRIEL LEITE,2009-11-06,11:30,Estação de Pesquisa do Canguçu - Pium - Tocantins State,-50.0151,-9.9826,180,tropical
GABRIEL LEITE,2012-12-01,07:00,Chapada do Araripe (Ceara),-39.3001,-7.3334,440,tropical
Jeremy Minns,1998-03-03,08:12,Jacobina,-40.5334,-11.3167,600,tropical
Jeremy Minns,2001-11-14,05:53,Chapada do Araripe (Ceara),-39.3001,-7.3334,900,tropical
Jeremy Minns,2001-11-15,07:44,Chapada do Araripe (Ceara),-39.3001,-7.3334,900,tropical
Jeremy Minns,2001-11-16,07:39,Chapada do Araripe (Ceara),-39.3001,-7.3334,900,tropical
Jeremy Minns,2001-11-20,05:36,"Road to Remanso, Lençóis, Chapada Diamantina, BA",-41.3667,-12.5834,400,tropical
Jeremy Minns,2002-02-09,12:07,Cavernas do Peruaçu National Park,-44.2501,-15.0334,750,tropical
Jeremy Minns,2002-02-12,07:49,"Pirapora, MG",-44.8501,-17.3584,540,tropical
Nick Athanas,2006-01-09,06:15,"Araripe National Forest, Crato, Ceará State",-39.5834,-7.2501,950,tropical
pedrotêia,2012-12-03,08:30,Assentamentos no pé da Serra Grande-Pão de Açúcar-alagoas-Brasil,-37.412,-9.661,320,tropical
pedrotêia,2012-12-03,08:30,Assentamentos no pé da Serra Grande-Pão de Açúcar-alagoas-Brasil,-37.412,-9.661,320,tropical
Antonio Silveira,2013-10-30,08:00,"Parque do Caracol, Canela, Rio Grande do Sul, state   ",-50.8538,-29.3132,700,subtropical
Bernabe Lopez-Lanus,2004-02-22,pm,Itatiaia National Park - Simon Hotel,-44.6301,-22.3798,?,tropical
Bernabe Lopez-Lanus,2004-02-22,pm,Itatiaia National Park - Simon Hotel,-44.6301,-22.3798,?,tropical
Evair Legal,2009-12-21,15:30,"RPPN Prima Luna, Nova Trento, Santa Catarin ",-49.02,-27.25800000000001,350,subtropical
Evair Legal,2010-01-27,12:05,"Angelina, Santa Catarina",-49.01,-27.5667,830,subtropical
GABRIEL LEITE,2009-12-26,10:30,"Santo Antônio do Pinhal, São Paulo",-45.6842,-22.7876,1000,tropical
Glauco Alves Pereira,2006-12-23,10:12,"Porteiras, Altinho, Pernambuco",-37.75,-8.3,460,tropical
Gustavo S Cabanne & Frank Rheindt,2006-07-26,10:00,"Itatiaia NP, Tres Picos trail, RJ",-44.6001,-22.4167,1100,tropical
Jeremy Minns,1999-12-21,11:00,Cavernas do Peruaçu National Park,-44.2501,-15.0334,750,tropical
Jeremy Minns,2001-03-17,07:27,Itatiaia National Park - Agulhas Negras road,-44.7334,-22.3667,1800,tropical
Jeremy Minns,2002-04-04,07:06,"Road to Pedra do Baú, Campos do Jordão, SP",-45.6001,-22.7167,1400,tropical
Jeremy Minns,2002-11-28,18:23,"Santa Catarina, near Urubici",-49.58,-27.83,915,subtropical
Juan Mazar Barnett,1996-12-25,?,"Rio Doce State Forest Park, Minas Gerais",-42.5167,-19.8334,?,tropical
Marcos Melo,2008-00-00,07:30,"Bairro do Jaceguava, São Paulo, SP",-46.735334,-23.752501000000002,755,subtropical
Noé Eiterer,2011-06-23,09:30,"Viçosa, Minas Gerais",-42.8882,-20.79,800,tropical
Ricardo Gagliardi,2008-06-08,10:20,Posse dos Coqueiros - Areal - RJ,-43.2501,-22.2501,450,tropical
Richard C. Hoyer,2005-10-16,5:45,"Araripe National Forest, Crato, Ceará State",-39.5834,-7.2501,960,tropical
Rolf A. de By,1998-12-24,07:26,"Casca d'Anta, Parque Nacional da Serra da Canastra, SW Minas Gerais",-46.3667,-20.2503,835,tropical
Evair Legal,2011-03-13,14:00,"Salseiro, Vidal Ramos, Santa Catarina",-49.336999999999996,-27.366999999999997,450,subtropical
Jeremy Minns,1995-04-09,06:00,Serra da Bocaina. Sao Jose do Barreiro,-44.6167,-22.8001,1400,tropical
Jeremy Minns,1997-11-09,17:21,"Reserva Biológica de Sooretama, ES",-40.01,-19.01,60,tropical
Jeremy Minns,2001-11-08,10:00,"Boa Nova, Wet Forest, state of Bahia",-40.1001,-14.3834,825,tropical
Marcos Melo,2010-08-13,06:10,"Fazenda Santa Maria, Sao Paulo",-46.608999999999995,-23.434,740,tropical
Nick Athanas,2006-07-03,08:15,"Pousada Caiman, Miranda, MS",-56.3167,-19.9501,120,tropical
Paulo Affonso Fonseca Pires Neto,2013-06-06,14:30,"Palma Sola, Santa Catarina",-53.2885,-26.3247,850,subtropical
Ricardo Gagliardi,2007-07-18,09:40,Serra dos Órgãos National Park - RJ,-43.01,-22.448,600,tropical
Ricardo Gagliardi,2008-04-27,06:35,Rio Bonito de Cima - Nova Friburgo - RJ,-42.3751,-22.3917,980,tropical
Ricardo Gagliardi,2010-10-23,12:22,Itatiaia National Park - Donati Hotel,-44.6301,-22.3798,950,tropical
Rolf A. de By,1998-12-07,06:43,"Hotel Aldeia da Serra entrance, Itatiaia NP, Rio de Janeiro",-44.6192,-22.4284,?,tropical
Adrian Eisen Rupp,2008-10-22,?,"Poço Verde, Parque Nacional das Araucárias, Ponte Serrada, Santa Catarina",-51.9031,-26.8131,890,subtropical
Adrian Eisen Rupp,2008-12-04,?,"Rio da Prata, Veranópolis, Rio Grande do Sul",-51.4664,-28.932,300,subtropical
Eduardo Patrial,2007-11-00,?,"Parque Estadual Intervales, SP",-48.4181,-24.2759,?,subtropical
Fernando Jacobs,2008-03-02,09:10,"07021 Banhado do Pontal da Barra - Pelotas, Rio Grande do Sul",-52.5737,-31.12887000000001,0,subtropical
Fernando Jacobs,2008-08-16,16:25,"Dunas, área de proteção ambiental, Las Acácias - Pelotas, Rio Grande do Sul",-52.28333,-31.75,0,subtropical
Frank Lambert,1997-12-28,?:?,"Rio de Janeiro, Itatiaia National Park",-44.6,-22.3,?,tropical
GABRIEL LEITE,2013-01-20,09:30,"Estrada das Agulhas Negras, Parque Nacional Itatiaia, Itamonte, Minas Gerais",-44.7478,-22.3692,1900,tropical
Jeremy Minns,1998-10-15,10:49,Itatiaia National Park - Agulhas Negras road,-44.7334,-22.3667,2115,tropical
Jeremy Minns,2004-07-04,09:26,Itatiaia National Park - Agulhas Negras road,-44.7334,-22.3667,1800,tropical
João Gava,2012-10-14,11:00,"Bom Jardim da Serra, Santa Catarina",-49.6125,-28.4673,1300,subtropical
Nick Athanas,2006-10-03,09:30,"Pedra de Baú, Campos do Jordao, SP",-45.6501,-22.6834,1700,tropical
Ricardo Gagliardi,2005-10-06,13:00,Serra dos Órgãos National Park - RJ,-43.01,-22.448,1700,tropical
Robson Silva e Silva,2012-11-27,11:00,"Intervales State Park, Guapiara,São Paulo State,Brazil",-48.351000000000006,-24.291,850,subtropical
